@relation sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.027, 0.016, 0.034, 0.025, 0.082, 0.126, 0.132, 0.158, 0.202, 0.212, 0.221, 0.24, 0.296, 0.406, 0.51, 0.551, 0.661, 0.68, 0.652, 0.679, 0.781, 0.837, 0.897, 0.986, 1.0, 0.94, 0.892, 0.81, 0.683, 0.557, 0.43, 0.334, 0.204, 0.08, 0.081, 0.152, 0.263, 0.246, 0.198, 0.241, 0.241, 0.19, 0.208, 0.177, 0.112, 0.078, 0.134, 0.096, 0.06, 0.033, 0.02, 0.019, 0.02, 0.0080, 0.0040, 0.0090, 0.014, 0.0090, 0.01, 0.0090, M
0.021, 0.026, 0.012, 0.077, 0.106, 0.168, 0.302, 0.346, 0.331, 0.412, 0.394, 0.133, 0.462, 0.997, 0.914, 0.829, 0.699, 0.782, 0.879, 0.85, 0.892, 0.947, 1.0, 0.898, 0.781, 0.832, 0.65, 0.455, 0.473, 0.339, 0.275, 0.098, 0.048, 0.14, 0.183, 0.215, 0.127, 0.191, 0.339, 0.344, 0.237, 0.12, 0.266, 0.259, 0.139, 0.108, 0.138, 0.132, 0.107, 0.032, 0.032, 0.0060, 0.016, 0.0080, 0.037, 0.01, 0.013, 0.029, 0.013, 0.0020, M
0.115, 0.116, 0.087, 0.036, 0.023, 0.127, 0.242, 0.266, 0.435, 0.538, 0.382, 0.099, 0.062, 0.18, 0.391, 0.36, 0.304, 0.243, 0.406, 0.84, 0.978, 0.468, 0.061, 0.214, 0.135, 0.285, 0.162, 0.265, 0.456, 0.65, 0.285, 0.33, 0.537, 0.663, 0.863, 0.855, 0.785, 0.902, 0.883, 0.609, 0.281, 0.091, 0.118, 0.269, 0.521, 0.423, 0.234, 0.193, 0.109, 0.051, 0.023, 0.01, 0.0060, 0.0080, 0.017, 0.011, 0.019, 0.014, 0.0070, 0.0090, M
0.071, 0.125, 0.145, 0.164, 0.169, 0.084, 0.072, 0.095, 0.158, 0.125, 0.234, 0.176, 0.228, 0.312, 0.472, 0.554, 0.539, 0.375, 0.458, 0.596, 0.746, 0.764, 0.571, 0.626, 0.67, 0.713, 0.757, 0.808, 0.848, 0.929, 0.951, 0.8, 0.436, 0.405, 0.495, 0.171, 0.365, 0.376, 0.284, 0.043, 0.533, 0.695, 0.429, 0.306, 0.584, 0.569, 0.263, 0.12, 0.098, 0.037, 0.029, 0.016, 0.02, 0.014, 0.013, 0.014, 0.013, 0.013, 0.015, 0.022, M
0.072, 0.157, 0.111, 0.108, 0.067, 0.18, 0.111, 0.279, 0.141, 0.08, 0.253, 0.392, 0.338, 0.161, 0.189, 0.331, 0.228, 0.218, 0.185, 0.517, 0.534, 0.63, 0.844, 0.676, 0.582, 0.614, 0.881, 0.838, 0.387, 0.505, 0.546, 0.424, 0.153, 0.495, 0.698, 0.711, 0.565, 0.487, 0.552, 0.443, 0.525, 0.608, 0.525, 0.136, 0.427, 0.444, 0.219, 0.09, 0.12, 0.063, 0.023, 0.031, 0.013, 0.0080, 0.028, 0.012, 0.0090, 0.015, 0.016, 0.013, M
0.102, 0.083, 0.058, 0.063, 0.064, 0.133, 0.099, 0.179, 0.12, 0.137, 0.251, 0.263, 0.28, 0.298, 0.382, 0.313, 0.396, 0.209, 0.322, 0.334, 0.318, 0.289, 0.361, 0.257, 0.411, 0.459, 0.472, 0.728, 0.759, 0.658, 0.751, 0.667, 0.49, 0.596, 0.655, 0.401, 0.119, 0.324, 0.311, 0.135, 0.511, 0.799, 0.752, 0.551, 0.586, 0.729, 0.552, 0.334, 0.161, 0.048, 0.1, 0.071, 0.032, 0.031, 0.025, 0.0090, 0.018, 0.021, 0.023, 0.011, M
0.0070, 0.0030, 0.0090, 0.0060, 0.042, 0.086, 0.118, 0.1, 0.198, 0.232, 0.247, 0.288, 0.213, 0.071, 0.119, 0.281, 0.422, 0.528, 0.586, 0.615, 0.675, 0.787, 0.897, 0.983, 1.0, 0.846, 0.606, 0.304, 0.014, 0.253, 0.434, 0.492, 0.541, 0.596, 0.525, 0.378, 0.237, 0.172, 0.188, 0.325, 0.258, 0.242, 0.271, 0.232, 0.172, 0.146, 0.118, 0.087, 0.039, 0.013, 0.0090, 0.0080, 0.0070, 0.0080, 0.0030, 0.0060, 0.0040, 0.0040, 0.0010, 0.0040, M
0.013, 0.012, 0.044, 0.062, 0.043, 0.035, 0.038, 0.045, 0.132, 0.138, 0.203, 0.239, 0.211, 0.144, 0.074, 0.153, 0.305, 0.412, 0.547, 0.593, 0.666, 0.733, 0.714, 0.701, 0.776, 0.914, 0.996, 1.0, 0.888, 0.658, 0.271, 0.175, 0.271, 0.485, 0.718, 0.821, 0.754, 0.65, 0.471, 0.348, 0.351, 0.318, 0.352, 0.366, 0.285, 0.171, 0.069, 0.03, 0.029, 0.012, 0.0020, 0.0080, 0.01, 0.0020, 0.0040, 0.0060, 0.0010, 0.0010, 0.0030, 0.0030, M
0.018, 0.044, 0.048, 0.07, 0.162, 0.089, 0.06, 0.107, 0.318, 0.292, 0.327, 0.304, 0.303, 0.259, 0.168, 0.131, 0.28, 0.452, 0.664, 0.768, 0.696, 0.439, 0.243, 0.289, 0.497, 0.817, 1.0, 0.924, 0.852, 0.772, 0.577, 0.519, 0.682, 0.622, 0.505, 0.358, 0.381, 0.381, 0.336, 0.277, 0.365, 0.383, 0.345, 0.21, 0.103, 0.08, 0.07, 0.053, 0.024, 0.012, 0.012, 0.012, 0.011, 0.01, 0.0030, 0.0020, 0.0030, 0.0050, 0.0070, 0.0020, M
0.01, 0.04, 0.068, 0.069, 0.089, 0.093, 0.096, 0.214, 0.255, 0.295, 0.402, 0.515, 0.49, 0.413, 0.358, 0.345, 0.307, 0.294, 0.435, 0.726, 0.815, 0.81, 0.666, 0.696, 0.775, 0.869, 1.0, 0.994, 0.879, 0.648, 0.588, 0.641, 0.497, 0.276, 0.03, 0.336, 0.317, 0.413, 0.628, 0.498, 0.261, 0.47, 0.481, 0.492, 0.529, 0.222, 0.14, 0.189, 0.095, 0.013, 0.031, 0.024, 0.0080, 0.014, 0.017, 0.0010, 0.011, 0.0040, 0.0040, 0.0020, M
0.012, 0.074, 0.037, 0.022, 0.0080, 0.054, 0.111, 0.107, 0.171, 0.227, 0.317, 0.288, 0.266, 0.231, 0.189, 0.179, 0.23, 0.372, 0.622, 0.726, 0.793, 0.804, 0.807, 0.917, 0.933, 0.956, 1.0, 0.982, 0.868, 0.638, 0.4, 0.324, 0.284, 0.241, 0.232, 0.126, 0.069, 0.07, 0.144, 0.148, 0.044, 0.047, 0.148, 0.174, 0.156, 0.165, 0.118, 0.072, 0.032, 0.0060, 0.02, 0.014, 0.01, 0.01, 0.0030, 0.0030, 0.0040, 0.0040, 0.0060, 0.0040, M
