@relation sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.131, 0.234, 0.306, 0.426, 0.401, 0.179, 0.185, 0.0060, 0.193, 0.223, 0.291, 0.226, 0.314, 0.33, 0.366, 0.396, 0.439, 0.467, 0.526, 0.374, 0.224, 0.197, 0.434, 0.653, 0.507, 0.28, 0.416, 0.595, 0.524, 0.418, 0.371, 0.238, 0.086, 0.144, 0.29, 0.458, 0.372, 0.337, 0.38, 0.418, 0.36, 0.271, 0.165, 0.195, 0.281, 0.225, 0.192, 0.15, 0.066, 0.019, 0.016, 0.036, 0.021, 0.015, 0.018, 0.0010, 0.011, 0.013, 0.018, 0.023, M
0.06, 0.047, 0.05, 0.039, 0.103, 0.077, 0.085, 0.045, 0.109, 0.035, 0.158, 0.202, 0.227, 0.283, 0.382, 0.466, 0.669, 0.865, 0.936, 0.937, 0.914, 0.916, 0.931, 0.86, 0.733, 0.576, 0.416, 0.411, 0.415, 0.315, 0.294, 0.317, 0.315, 0.413, 0.399, 0.42, 0.453, 0.442, 0.474, 0.343, 0.319, 0.337, 0.249, 0.265, 0.175, 0.093, 0.053, 0.0080, 0.034, 0.014, 0.0030, 0.0010, 0.0, 0.023, 0.021, 0.0080, 0.012, 0.011, 0.011, 0.01, M
0.035, 0.051, 0.0080, 0.024, 0.043, 0.074, 0.094, 0.113, 0.123, 0.151, 0.181, 0.239, 0.295, 0.287, 0.401, 0.532, 0.549, 0.582, 0.604, 0.675, 0.708, 0.789, 0.928, 0.978, 0.974, 1.0, 0.97, 0.996, 0.824, 0.602, 0.534, 0.487, 0.353, 0.157, 0.095, 0.161, 0.282, 0.339, 0.302, 0.294, 0.298, 0.268, 0.206, 0.207, 0.162, 0.122, 0.101, 0.074, 0.039, 0.0050, 0.015, 0.0040, 0.012, 0.011, 0.011, 0.01, 0.0050, 0.0020, 0.0080, 0.0030, M
0.044, 0.045, 0.024, 0.101, 0.225, 0.261, 0.206, 0.167, 0.18, 0.308, 0.379, 0.536, 0.617, 0.784, 0.839, 0.902, 1.0, 0.891, 0.875, 0.789, 0.716, 0.758, 0.637, 0.321, 0.208, 0.228, 0.331, 0.285, 0.195, 0.167, 0.102, 0.136, 0.221, 0.112, 0.168, 0.104, 0.256, 0.262, 0.224, 0.118, 0.11, 0.283, 0.238, 0.026, 0.197, 0.148, 0.043, 0.063, 0.051, 0.047, 0.025, 0.027, 0.02, 0.014, 0.018, 0.0060, 0.0040, 0.012, 0.015, 0.01, M
0.079, 0.071, 0.035, 0.166, 0.133, 0.023, 0.077, 0.268, 0.566, 0.661, 0.5, 0.258, 0.165, 0.435, 0.452, 0.458, 0.337, 0.4, 0.532, 0.901, 0.994, 0.369, 0.101, 0.025, 0.232, 0.398, 0.226, 0.525, 0.69, 0.832, 0.433, 0.374, 0.576, 0.804, 0.796, 0.717, 0.706, 0.815, 0.76, 0.603, 0.455, 0.473, 0.448, 0.372, 0.469, 0.384, 0.077, 0.147, 0.078, 0.047, 0.019, 0.03, 0.039, 0.029, 0.018, 0.025, 0.014, 0.0070, 0.0020, 0.01, M
0.012, 0.0070, 0.028, 0.058, 0.092, 0.127, 0.158, 0.193, 0.236, 0.217, 0.118, 0.075, 0.278, 0.376, 0.509, 0.659, 0.707, 0.753, 0.836, 0.859, 0.962, 0.984, 0.87, 0.64, 0.507, 0.54, 0.693, 0.849, 0.821, 0.596, 0.295, 0.276, 0.288, 0.189, 0.145, 0.096, 0.089, 0.084, 0.089, 0.155, 0.232, 0.222, 0.104, 0.172, 0.202, 0.179, 0.111, 0.04, 0.03, 0.0080, 0.0040, 0.0050, 0.0030, 0.0020, 0.0010, 0.0030, 0.0020, 0.0060, 0.0030, 0.0050, M
0.013, 0.017, 0.018, 0.036, 0.044, 0.074, 0.08, 0.046, 0.037, 0.125, 0.24, 0.232, 0.252, 0.147, 0.067, 0.11, 0.235, 0.328, 0.442, 0.517, 0.651, 0.779, 0.798, 0.779, 0.859, 0.932, 0.945, 0.864, 0.722, 0.485, 0.136, 0.295, 0.472, 0.604, 0.808, 0.987, 0.88, 0.641, 0.428, 0.27, 0.264, 0.334, 0.434, 0.454, 0.396, 0.252, 0.108, 0.037, 0.029, 0.01, 0.0050, 0.0090, 0.0050, 0.0050, 0.0020, 0.0010, 0.0040, 0.0020, 0.0030, 0.0040, M
0.064, 0.071, 0.045, 0.033, 0.018, 0.126, 0.102, 0.192, 0.336, 0.39, 0.467, 0.563, 0.551, 0.434, 0.305, 0.349, 0.398, 0.388, 0.528, 0.72, 0.77, 0.856, 0.869, 0.924, 1.0, 0.966, 0.982, 0.736, 0.416, 0.292, 0.328, 0.369, 0.345, 0.286, 0.086, 0.372, 0.465, 0.349, 0.182, 0.114, 0.122, 0.262, 0.446, 0.473, 0.326, 0.142, 0.039, 0.041, 0.031, 0.0090, 0.015, 0.0050, 0.0020, 0.0090, 0.0070, 0.01, 0.0090, 0.0080, 0.0040, 0.0050, M
0.031, 0.022, 0.043, 0.019, 0.096, 0.183, 0.111, 0.17, 0.28, 0.443, 0.522, 0.561, 0.538, 0.405, 0.224, 0.178, 0.23, 0.272, 0.521, 0.69, 0.82, 0.878, 0.76, 0.762, 0.715, 0.729, 0.869, 0.951, 0.835, 0.573, 0.436, 0.429, 0.424, 0.316, 0.129, 0.148, 0.206, 0.24, 0.517, 0.517, 0.149, 0.241, 0.342, 0.449, 0.462, 0.2, 0.078, 0.123, 0.078, 0.0090, 0.025, 0.02, 0.0060, 0.0050, 0.0080, 0.0040, 0.0020, 0.0060, 0.0070, 0.0050, M
0.021, 0.019, 0.041, 0.032, 0.07, 0.158, 0.144, 0.14, 0.305, 0.391, 0.35, 0.367, 0.394, 0.331, 0.333, 0.3, 0.232, 0.138, 0.345, 0.443, 0.489, 0.368, 0.438, 0.486, 0.621, 0.726, 0.662, 0.769, 0.798, 0.858, 0.927, 0.701, 0.485, 0.341, 0.141, 0.115, 0.143, 0.182, 0.36, 0.553, 0.599, 0.508, 0.551, 0.503, 0.703, 0.59, 0.407, 0.276, 0.158, 0.051, 0.0050, 0.0080, 0.02, 0.01, 0.0040, 0.0030, 0.0060, 0.0090, 0.0070, 0.0040, M
0.037, 0.028, 0.01, 0.057, 0.076, 0.068, 0.097, 0.147, 0.216, 0.254, 0.294, 0.294, 0.266, 0.319, 0.279, 0.253, 0.198, 0.193, 0.283, 0.324, 0.35, 0.332, 0.422, 0.477, 0.481, 0.632, 0.833, 0.946, 1.0, 0.842, 0.552, 0.48, 0.52, 0.397, 0.194, 0.152, 0.201, 0.174, 0.103, 0.224, 0.372, 0.445, 0.394, 0.203, 0.201, 0.219, 0.184, 0.148, 0.097, 0.022, 0.015, 0.01, 0.0020, 0.0020, 0.0060, 0.0090, 0.0010, 0.0090, 0.011, 0.0050, M
