@relation sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.031, 0.052, 0.065, 0.052, 0.061, 0.058, 0.066, 0.066, 0.146, 0.279, 0.388, 0.499, 0.498, 0.497, 0.561, 0.734, 0.823, 0.917, 0.998, 0.991, 0.824, 0.65, 0.598, 0.486, 0.315, 0.154, 0.099, 0.028, 0.101, 0.264, 0.269, 0.293, 0.292, 0.4, 0.366, 0.317, 0.461, 0.437, 0.182, 0.338, 0.62, 0.445, 0.186, 0.142, 0.059, 0.058, 0.067, 0.027, 0.024, 0.019, 0.0060, 0.032, 0.019, 0.014, 0.028, 0.015, 0.0050, 0.012, 0.012, 0.0060, M
0.041, 0.044, 0.045, 0.084, 0.042, 0.122, 0.2, 0.152, 0.082, 0.198, 0.231, 0.302, 0.394, 0.505, 0.587, 0.661, 0.742, 0.801, 0.846, 0.794, 0.88, 0.838, 0.785, 0.848, 0.743, 0.643, 0.551, 0.352, 0.317, 0.335, 0.206, 0.103, 0.317, 0.404, 0.428, 0.454, 0.37, 0.374, 0.384, 0.349, 0.438, 0.426, 0.285, 0.281, 0.24, 0.037, 0.08, 0.054, 0.018, 0.0060, 0.022, 0.0040, 0.014, 0.011, 0.0050, 0.016, 0.014, 0.0080, 0.025, 0.02, M
0.109, 0.128, 0.093, 0.123, 0.128, 0.173, 0.195, 0.426, 0.683, 0.576, 0.473, 0.236, 0.102, 0.29, 0.471, 0.466, 0.142, 0.085, 0.326, 0.901, 0.931, 0.486, 0.135, 0.16, 0.274, 0.561, 0.365, 0.614, 0.547, 0.847, 0.564, 0.544, 0.509, 0.625, 0.85, 0.841, 0.842, 0.914, 0.771, 0.488, 0.372, 0.447, 0.459, 0.449, 0.562, 0.43, 0.094, 0.079, 0.027, 0.015, 0.014, 0.046, 0.021, 0.0080, 0.012, 0.017, 0.01, 0.02, 0.018, 0.019, M
0.065, 0.065, 0.074, 0.113, 0.248, 0.126, 0.18, 0.099, 0.246, 0.342, 0.213, 0.138, 0.403, 0.568, 0.24, 0.433, 0.595, 0.577, 0.818, 0.884, 0.525, 0.637, 0.838, 0.67, 0.776, 0.875, 0.83, 0.69, 0.337, 0.64, 0.714, 0.82, 0.666, 0.525, 0.296, 0.07, 0.097, 0.394, 0.603, 0.352, 0.392, 0.481, 0.46, 0.416, 0.544, 0.565, 0.32, 0.248, 0.13, 0.082, 0.024, 0.021, 0.036, 0.024, 0.045, 0.039, 0.036, 0.044, 0.024, 0.01, M
0.011, 0.045, 0.029, 0.071, 0.108, 0.102, 0.161, 0.212, 0.306, 0.294, 0.31, 0.343, 0.246, 0.189, 0.118, 0.208, 0.274, 0.327, 0.234, 0.126, 0.058, 0.124, 0.324, 0.436, 0.573, 0.782, 0.925, 0.935, 0.935, 1.0, 0.931, 0.848, 0.76, 0.704, 0.754, 0.799, 0.767, 0.596, 0.473, 0.484, 0.434, 0.395, 0.484, 0.538, 0.448, 0.267, 0.154, 0.136, 0.094, 0.026, 0.0080, 0.016, 0.012, 0.011, 0.0020, 0.01, 0.0070, 0.0060, 0.0020, 0.0040, M
0.018, 0.014, 0.041, 0.063, 0.06, 0.081, 0.209, 0.346, 0.528, 0.596, 0.625, 0.451, 0.369, 0.286, 0.164, 0.042, 0.178, 0.439, 0.695, 0.81, 0.855, 0.872, 0.86, 0.92, 0.873, 0.808, 0.869, 0.841, 0.579, 0.375, 0.348, 0.464, 0.65, 0.69, 0.567, 0.519, 0.506, 0.388, 0.376, 0.374, 0.26, 0.159, 0.188, 0.227, 0.158, 0.121, 0.088, 0.085, 0.036, 0.022, 0.0090, 0.012, 0.0060, 0.019, 0.011, 0.013, 0.0080, 0.016, 0.016, 0.0080, M
0.042, 0.032, 0.071, 0.011, 0.107, 0.097, 0.096, 0.132, 0.246, 0.27, 0.341, 0.429, 0.368, 0.394, 0.296, 0.317, 0.282, 0.305, 0.241, 0.542, 0.68, 0.632, 0.582, 0.68, 0.598, 0.841, 0.991, 0.919, 0.8, 0.671, 0.563, 0.733, 0.604, 0.258, 0.035, 0.18, 0.304, 0.476, 0.576, 0.425, 0.505, 0.718, 0.616, 0.566, 0.575, 0.359, 0.253, 0.23, 0.127, 0.036, 0.037, 0.018, 0.0040, 0.0090, 0.012, 0.0080, 0.0060, 0.0020, 0.0040, 0.0020, M
0.0090, 0.027, 0.025, 0.024, 0.022, 0.084, 0.149, 0.122, 0.157, 0.212, 0.3, 0.309, 0.274, 0.255, 0.187, 0.145, 0.146, 0.243, 0.326, 0.368, 0.336, 0.31, 0.391, 0.528, 0.641, 0.771, 0.875, 1.0, 0.981, 0.697, 0.497, 0.502, 0.536, 0.384, 0.185, 0.115, 0.157, 0.131, 0.158, 0.263, 0.31, 0.451, 0.378, 0.127, 0.146, 0.109, 0.148, 0.138, 0.072, 0.018, 0.02, 0.01, 0.01, 0.0090, 0.0020, 0.0040, 0.0020, 0.0070, 0.0060, 0.0020, M
0.013, 0.014, 0.031, 0.038, 0.077, 0.079, 0.066, 0.111, 0.178, 0.224, 0.243, 0.313, 0.321, 0.292, 0.225, 0.235, 0.214, 0.294, 0.49, 0.613, 0.753, 0.772, 0.743, 0.867, 0.931, 0.984, 1.0, 0.96, 0.872, 0.686, 0.49, 0.328, 0.312, 0.197, 0.102, 0.032, 0.076, 0.091, 0.107, 0.138, 0.066, 0.148, 0.247, 0.279, 0.271, 0.228, 0.182, 0.118, 0.055, 0.022, 0.02, 0.012, 0.0090, 0.0070, 0.0020, 0.0030, 0.0050, 0.0020, 0.0020, 0.0030, M
0.019, 0.035, 0.017, 0.018, 0.039, 0.163, 0.203, 0.169, 0.233, 0.268, 0.311, 0.293, 0.228, 0.099, 0.18, 0.22, 0.273, 0.286, 0.203, 0.174, 0.413, 0.688, 0.812, 0.845, 0.892, 0.93, 0.999, 1.0, 0.81, 0.62, 0.604, 0.555, 0.416, 0.147, 0.085, 0.061, 0.097, 0.141, 0.168, 0.12, 0.12, 0.104, 0.198, 0.134, 0.09, 0.108, 0.152, 0.136, 0.086, 0.029, 0.02, 0.012, 0.01, 0.02, 0.0030, 0.01, 0.0060, 0.012, 0.019, 0.016, M
0.052, 0.044, 0.018, 0.029, 0.035, 0.117, 0.126, 0.118, 0.126, 0.253, 0.272, 0.237, 0.188, 0.098, 0.068, 0.15, 0.172, 0.234, 0.196, 0.14, 0.316, 0.589, 0.763, 0.847, 0.942, 0.999, 0.97, 1.0, 0.863, 0.698, 0.772, 0.73, 0.52, 0.179, 0.11, 0.145, 0.107, 0.144, 0.193, 0.032, 0.149, 0.033, 0.054, 0.131, 0.091, 0.076, 0.106, 0.1, 0.054, 0.024, 0.016, 0.016, 0.0030, 0.0050, 0.0060, 0.0090, 0.014, 0.014, 0.0080, 0.0030, M
