@relation sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.021, 0.012, 0.02, 0.104, 0.168, 0.042, 0.072, 0.083, 0.049, 0.069, 0.112, 0.174, 0.271, 0.309, 0.358, 0.5, 0.601, 0.647, 0.807, 0.901, 0.891, 0.934, 1.0, 0.91, 0.85, 0.787, 0.769, 0.772, 0.627, 0.43, 0.208, 0.12, 0.166, 0.262, 0.386, 0.396, 0.325, 0.23, 0.325, 0.402, 0.434, 0.401, 0.337, 0.252, 0.21, 0.118, 0.115, 0.055, 0.029, 0.018, 0.01, 0.012, 0.01, 0.0060, 0.0030, 0.01, 0.0080, 0.011, 0.016, 0.013, M
0.0090, 0.033, 0.031, 0.038, 0.13, 0.18, 0.191, 0.169, 0.187, 0.172, 0.223, 0.311, 0.414, 0.516, 0.537, 0.511, 0.644, 0.733, 0.816, 0.886, 0.989, 1.0, 0.875, 0.863, 0.907, 0.867, 0.775, 0.66, 0.562, 0.402, 0.233, 0.116, 0.11, 0.043, 0.062, 0.196, 0.212, 0.324, 0.41, 0.294, 0.191, 0.17, 0.101, 0.151, 0.143, 0.11, 0.117, 0.097, 0.07, 0.028, 0.022, 0.015, 0.011, 0.024, 0.016, 0.0060, 0.0080, 0.0060, 0.0090, 0.0070, M
0.026, 0.027, 0.022, 0.075, 0.136, 0.151, 0.132, 0.165, 0.186, 0.201, 0.289, 0.365, 0.351, 0.35, 0.432, 0.54, 0.624, 0.688, 0.733, 0.811, 0.84, 0.863, 0.875, 0.961, 0.972, 0.912, 0.858, 0.88, 0.772, 0.571, 0.426, 0.286, 0.311, 0.207, 0.116, 0.018, 0.13, 0.248, 0.164, 0.11, 0.214, 0.203, 0.189, 0.137, 0.138, 0.031, 0.037, 0.061, 0.04, 0.017, 0.014, 0.022, 0.018, 0.013, 0.0020, 0.012, 0.0050, 0.0020, 0.0030, 0.0020, M
0.137, 0.123, 0.138, 0.148, 0.178, 0.143, 0.177, 0.216, 0.163, 0.207, 0.426, 0.548, 0.713, 0.7, 0.678, 0.794, 0.938, 0.892, 0.915, 0.783, 0.796, 0.798, 0.772, 0.662, 0.486, 0.557, 0.47, 0.564, 0.452, 0.337, 0.268, 0.234, 0.305, 0.302, 0.275, 0.104, 0.176, 0.316, 0.36, 0.274, 0.13, 0.246, 0.34, 0.175, 0.068, 0.106, 0.064, 0.053, 0.053, 0.027, 0.017, 0.012, 0.013, 0.034, 0.0060, 0.0070, 0.0020, 0.0080, 0.015, 0.0050, M
0.0090, 0.061, 0.114, 0.12, 0.04, 0.123, 0.25, 0.457, 0.659, 0.508, 0.335, 0.083, 0.3, 0.396, 0.377, 0.383, 0.125, 0.136, 0.268, 0.919, 0.978, 0.324, 0.194, 0.187, 0.088, 0.344, 0.295, 0.591, 0.456, 0.733, 0.197, 0.279, 0.621, 0.868, 0.862, 0.938, 0.833, 0.948, 0.672, 0.444, 0.516, 0.381, 0.156, 0.145, 0.266, 0.181, 0.17, 0.256, 0.113, 0.02, 0.048, 0.023, 0.018, 0.035, 0.016, 0.033, 0.02, 0.017, 0.024, 0.015, M
0.023, 0.032, 0.017, 0.023, 0.041, 0.012, 0.022, 0.08, 0.236, 0.246, 0.224, 0.152, 0.173, 0.31, 0.438, 0.56, 0.682, 0.616, 0.68, 0.844, 0.992, 1.0, 0.798, 0.543, 0.395, 0.518, 0.565, 0.304, 0.188, 0.396, 0.229, 0.354, 0.419, 0.24, 0.185, 0.376, 0.433, 0.363, 0.252, 0.187, 0.105, 0.234, 0.199, 0.11, 0.068, 0.03, 0.067, 0.078, 0.046, 0.025, 0.015, 0.012, 0.0040, 0.012, 0.0040, 0.011, 0.0050, 0.0090, 0.0010, 0.0090, M
0.033, 0.022, 0.039, 0.063, 0.116, 0.148, 0.205, 0.16, 0.253, 0.267, 0.306, 0.316, 0.231, 0.207, 0.18, 0.281, 0.442, 0.595, 0.66, 0.584, 0.454, 0.479, 0.565, 0.528, 0.712, 1.0, 0.956, 0.609, 0.511, 0.4, 0.048, 0.185, 0.219, 0.144, 0.176, 0.143, 0.164, 0.309, 0.365, 0.444, 0.386, 0.281, 0.124, 0.095, 0.12, 0.082, 0.062, 0.014, 0.011, 0.012, 0.01, 0.01, 0.015, 0.0060, 0.0020, 0.0050, 0.0020, 0.0040, 0.0050, 0.0070, M
0.02, 0.016, 0.034, 0.033, 0.04, 0.044, 0.068, 0.09, 0.174, 0.257, 0.293, 0.311, 0.36, 0.3, 0.272, 0.201, 0.18, 0.223, 0.357, 0.549, 0.721, 0.832, 0.886, 0.952, 0.964, 1.0, 0.967, 0.866, 0.79, 0.634, 0.535, 0.406, 0.256, 0.289, 0.359, 0.43, 0.477, 0.452, 0.376, 0.305, 0.192, 0.118, 0.198, 0.157, 0.066, 0.129, 0.08, 0.0050, 0.023, 0.015, 0.012, 0.0050, 0.0060, 0.014, 0.011, 0.0040, 0.0060, 0.01, 0.0080, 0.0040, M
0.01, 0.031, 0.054, 0.041, 0.061, 0.104, 0.102, 0.139, 0.259, 0.374, 0.423, 0.45, 0.54, 0.43, 0.333, 0.35, 0.343, 0.285, 0.406, 0.683, 0.765, 0.667, 0.57, 0.6, 0.648, 0.861, 0.982, 0.938, 0.844, 0.607, 0.54, 0.689, 0.598, 0.324, 0.052, 0.316, 0.359, 0.388, 0.572, 0.431, 0.305, 0.439, 0.43, 0.483, 0.508, 0.195, 0.154, 0.204, 0.105, 0.025, 0.036, 0.018, 0.0020, 0.01, 0.013, 0.0040, 0.0040, 0.0030, 0.0030, 0.0030, M
0.027, 0.038, 0.05, 0.071, 0.131, 0.21, 0.226, 0.252, 0.36, 0.592, 0.668, 0.568, 0.518, 0.333, 0.2, 0.286, 0.294, 0.342, 0.595, 0.753, 0.896, 0.815, 0.711, 0.738, 0.72, 0.825, 0.892, 0.982, 0.818, 0.485, 0.32, 0.278, 0.238, 0.291, 0.168, 0.316, 0.187, 0.339, 0.599, 0.412, 0.118, 0.365, 0.466, 0.478, 0.352, 0.092, 0.123, 0.178, 0.108, 0.03, 0.035, 0.017, 0.02, 0.014, 0.0080, 0.0040, 0.0040, 0.0030, 0.0060, 0.0060, M
0.027, 0.038, 0.049, 0.085, 0.113, 0.11, 0.135, 0.234, 0.311, 0.4, 0.394, 0.331, 0.293, 0.176, 0.174, 0.204, 0.209, 0.268, 0.243, 0.184, 0.28, 0.617, 0.802, 0.831, 0.844, 0.849, 0.917, 1.0, 0.79, 0.537, 0.647, 0.65, 0.496, 0.218, 0.099, 0.043, 0.171, 0.198, 0.188, 0.111, 0.17, 0.058, 0.064, 0.139, 0.064, 0.058, 0.064, 0.104, 0.073, 0.028, 0.015, 0.0090, 0.0040, 0.0040, 0.0040, 0.01, 0.0050, 0.0050, 0.0060, 0.01, M
